episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,3.49,0.0,1177,-1,-1,-1,500,3817.0
2,2.11,0.0,3435,-1,-1,-1,500,1557.0
3,1.91,0.0,2982,-1,-1,-1,500,2011.0
4,1.93,0.0,2959,-1,-1,-1,500,2032.0
5,1.31,0.0,3467,-1,-1,-1,500,1527.0
6,1.5,0.0,3128,-1,-1,-1,500,1863.0
7,1.12,0.0,4425,-1,-1,-1,500,569.0
8,0.81,0.2,3962,18,-1,-1,500,1031.0
9,2.75,0.0,2430,-1,-1,-1,500,2561.0
10,0.76,0.0,3987,-1,-1,-1,500,1010.0
11,1.09,0.4,4418,1,-1,-1,500,574.0
12,3.04,0.2,2346,20,-1,-1,500,2644.0
13,2.57,0.2,3341,13,-1,-1,500,1649.0
14,1.41,0.2,3951,21,-1,-1,500,1042.0
15,2.35,0.2,2874,8,-1,-1,500,2117.0
16,1.59,0.0,2454,-1,-1,-1,500,2537.0
17,2.72,0.0,2407,-1,-1,-1,500,2583.0
18,1.49,0.0,4394,-1,-1,-1,500,597.0
19,2.25,0.0,4310,-1,-1,-1,500,680.0
20,2.25,0.2,2501,30,-1,-1,500,2491.0
21,2.66,0.0,1983,-1,-1,-1,500,3009.0
22,3.09,0.2,2371,7,-1,-1,500,2619.0
23,2.08,0.0,2926,-1,-1,-1,500,2065.0
24,1.53,0.0,4392,-1,-1,-1,500,600.0
25,1.27,0.0,3446,-1,-1,-1,500,1546.0
26,1.97,0.0,3001,-1,-1,-1,500,1990.0
27,1.94,0.0,4352,-1,-1,-1,500,640.0
28,1.91,0.2,1969,5,-1,-1,500,3022.0
29,2.01,0.0,2925,-1,-1,-1,500,2065.0
30,2.6,0.0,1525,-1,-1,-1,500,3467.0
