episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,66.17,0.0,543,-1,-1,-1,500,3810.78
2,67.15,0.125,2004,29,-1,-1,500,2990.13
3,78.93,0.25,506,4,-1,-1,500,4738.58
4,75.44,0.0,489,-1,-1,-1,500,3874.48
5,79.43,0.375,48,1,-1,-1,500,4521.65
6,65.77,0.0,1600,-1,-1,-1,500,3530.83
7,77.22,0.25,1034,29,-1,-1,500,3275.32
8,71.85,0.25,1412,65,-1,-1,500,3430.26
9,89.87,0.375,17,92,-1,-1,500,3868.51
10,70.37,0.0,637,-1,-1,-1,500,3787.15
11,74.76,0.0,23,-1,-1,-1,500,4440.74
12,83.17,0.25,652,3,-1,-1,500,3524.7
13,72.59,0.375,1160,5,-1,-1,500,4480.17
14,79.43,0.125,817,44,-1,-1,500,4226.57
15,59.6,0.375,1490,25,-1,-1,500,2723.59
16,84.83,0.125,73,44,-1,-1,500,4080.33
17,66.99,0.25,1636,31,-1,-1,500,3025.01
18,70.01,0.25,1038,169,-1,-1,500,3904.51
19,75.2,0.375,1039,19,-1,-1,500,3756.69
20,62.47,0.125,1567,100,-1,-1,500,2869.52
21,56.51,0.5,1351,26,-1,-1,500,4295.72
22,62.0,0.25,2026,26,-1,-1,500,2700.97
23,82.31,0.25,121,1,-1,-1,500,4389.66
24,89.7,0.25,543,2,-1,-1,500,4231.51
25,50.41,0.375,1997,6,-1,-1,500,2427.53
26,89.02,0.375,1478,27,-1,-1,500,3279.8
27,63.48,0.125,1003,80,-1,-1,500,3781.63
28,80.89,0.25,1006,44,-1,-1,500,3446.8
29,75.73,0.25,227,29,-1,-1,500,4240.55
30,72.23,0.125,1168,64,-1,-1,500,2838.06
