episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,70.13,0.5,78321,9,-1,-1,600,7815.31
2,73.67,0.625,86323,16,-1,-1,600,9172.35
3,69.53,0.375,99205,10,-1,-1,600,8211.09
4,66.26,0.5,94382,1,-1,-1,600,8405.12
5,77.34,0.625,91638,2,-1,-1,600,8684.24
6,75.28,0.375,95448,1,-1,-1,600,9030.86
7,67.8,0.375,88428,1,-1,-1,600,8270.44
8,77.96,0.875,98579,1,-1,-1,600,9253.0
9,76.28,0.75,91228,1,-1,-1,600,8507.87
10,66.39,0.625,99385,1,-1,-1,600,8349.09
11,84.85,0.5,92646,1,-1,-1,600,9433.26
12,73.9,0.5,101837,1,-1,-1,600,9054.17
13,77.43,0.5,79361,1,-1,-1,600,7875.55
14,69.59,0.375,94788,1,-1,-1,600,8605.52
15,75.66,0.375,89622,17,-1,-1,600,8933.73
16,81.58,0.625,97726,20,-1,-1,600,9104.43
17,74.97,0.625,91557,1,-1,-1,600,8478.7
18,80.2,0.625,89302,8,-1,-1,600,8924.35
19,72.02,0.375,88985,1,-1,-1,600,8143.31
20,76.5,0.625,87233,3,-1,-1,600,8282.04
21,70.05,0.625,102292,20,-1,-1,600,8955.33
22,75.3,0.5,102062,43,-1,-1,600,9016.9
23,80.04,0.625,95052,1,-1,-1,600,9002.09
24,78.52,0.625,90288,1,-1,-1,600,8730.09
25,76.52,0.25,89955,1,-1,-1,600,8735.07
26,75.57,0.875,96631,11,-1,-1,600,9202.97
27,68.12,0.25,85160,50,-1,-1,600,8223.17
28,75.87,0.625,100742,1,-1,-1,600,9132.5
29,71.5,0.125,100268,6,-1,-1,600,8869.66
30,73.99,0.75,91480,1,-1,-1,600,8769.09
