episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,24.98,0.4,5778,15,-1,-1,700,20495.55
2,10.09,0.2,14378,20,-1,-1,700,16965.1
3,27.24,0.2,10136,80,-1,-1,700,22887.3
4,27.8,0.6,8070,5,-1,-1,700,22742.67
5,25.19,0.6,12390,4,-1,-1,700,21660.86
6,9.44,0.1,13031,14,-1,-1,700,17782.14
7,23.34,0.4,11283,12,-1,-1,700,23338.53
8,23.3,0.3,8783,65,-1,-1,700,20930.69
9,25.71,0.5,14437,87,-1,-1,700,17781.32
10,26.18,0.5,7313,121,-1,-1,700,23135.47
11,12.1,0.3,10875,27,-1,-1,700,16552.33
12,17.01,0.5,15387,28,-1,-1,700,17666.1
13,22.66,0.5,14019,11,-1,-1,700,18821.05
14,19.78,0.5,11281,12,-1,-1,700,18248.09
15,29.52,0.5,11616,34,-1,-1,700,22683.19
16,28.84,0.3,11804,27,-1,-1,700,21262.3
17,32.45,0.6,6039,91,-1,-1,700,25713.95
18,27.87,0.6,2429,14,-1,-1,700,24260.83
19,31.82,0.5,4622,4,-1,-1,700,24927.48
20,16.39,0.4,15335,68,-1,-1,700,16423.43
21,20.23,0.3,10447,16,-1,-1,700,18953.35
22,30.64,0.6,7530,1,-1,-1,700,24101.49
23,24.19,0.3,11584,152,-1,-1,700,21356.29
24,20.19,0.4,10788,1,-1,-1,700,17561.03
25,14.67,0.2,16311,16,-1,-1,700,12915.73
26,21.83,0.3,15134,598,-1,-1,700,19678.21
27,13.71,0.2,9273,1,-1,-1,700,17546.08
28,29.56,0.4,11236,24,-1,-1,700,21379.91
29,25.57,0.4,11973,34,-1,-1,700,22559.1
30,26.25,0.5,15455,159,-1,-1,700,18984.8
