episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,20.36,0.3,1898,494,-1,-1,700,25393.4
2,20.26,0.1,1087,672,-1,-1,700,26036.11
3,21.0,0.7,1627,7,-1,-1,700,25548.08
4,20.75,0.4,1662,256,-1,-1,700,25471.92
5,21.08,0.3,1761,1,-1,-1,700,25462.26
6,21.14,0.4,1127,100,-1,-1,700,26027.34
7,21.34,0.3,488,56,-1,-1,700,26494.35
8,21.36,0.3,2087,66,-1,-1,700,25350.79
9,19.3,0.3,1942,49,-1,-1,700,25486.18
10,20.98,0.4,506,12,-1,-1,700,26551.48
11,21.16,0.2,1245,214,-1,-1,700,25960.04
12,20.89,0.2,1716,403,-1,-1,700,25567.68
13,20.58,0.5,1425,12,-1,-1,700,26112.55
14,20.2,0.5,3182,13,-1,-1,700,24432.01
15,19.97,0.4,2123,140,-1,-1,700,25482.7
16,20.55,0.2,1236,27,-1,-1,700,25913.87
17,20.92,0.4,654,317,-1,-1,700,26510.12
18,21.6,0.7,309,56,-1,-1,700,26638.16
19,19.64,0.7,3896,21,-1,-1,700,23749.56
20,20.36,0.2,2404,31,-1,-1,700,25016.67
21,20.5,0.5,532,32,-1,-1,700,26480.76
22,20.43,0.5,1118,1,-1,-1,700,26092.35
23,20.54,0.4,1905,48,-1,-1,700,25497.92
24,20.61,0.3,1089,397,-1,-1,700,25909.92
25,19.82,0.5,1363,1,-1,-1,700,26178.98
26,21.1,0.2,1020,111,-1,-1,700,25936.53
27,20.56,0.5,468,60,-1,-1,700,26598.71
28,20.05,0.4,1203,1,-1,-1,700,26037.47
29,18.93,0.2,1357,12,-1,-1,700,25961.29
30,20.96,0.3,429,102,-1,-1,700,26579.02
