episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,2.44,0.0,1364,-1,-1,-1,500,1527.9
2,1.5,0.0,2745,-1,-1,-1,500,1992.0
3,0.43,0.0,3204,-1,-1,-1,500,1005.0
4,0.87,0.125,3675,2,-1,-1,500,1063.0
5,3.95,0.0,3798,-1,-1,-1,500,1418.43
6,0.96,0.0,3914,-1,-1,-1,500,80.0
7,2.7,0.125,3070,73,-1,-1,500,1193.49
8,0.26,0.0,1250,-1,-1,-1,500,1996.0
9,0.71,0.0,2664,-1,-1,-1,500,1032.0
10,2.44,0.0,2283,-1,-1,-1,500,1123.0
11,0.61,0.0,2227,-1,-1,-1,500,1009.0
12,1.1,0.0,3762,-1,-1,-1,500,234.0
13,0.64,0.0,2958,-1,-1,-1,500,52.0
14,2.21,0.0,2643,-1,-1,-1,500,2052.0
15,1.19,0.0,3133,-1,-1,-1,500,1110.0
16,4.41,0.125,2966,1,-1,-1,500,1428.0
17,1.59,0.125,2840,5,-1,-1,500,165.0
18,2.12,0.0,2812,-1,-1,-1,500,231.0
19,1.09,0.0,3123,-1,-1,-1,500,1084.0
20,0.12,0.0,2000,-1,-1,-1,500,998.0
21,1.03,0.0,2171,-1,-1,-1,500,1059.0
22,0.83,0.0,2629,-1,-1,-1,500,1071.0
23,2.26,0.0,951,-1,-1,-1,500,1421.67
24,1.47,0.0,1446,-1,-1,-1,500,2023.0
25,1.07,0.0,3185,-1,-1,-1,500,1025.0
26,1.65,0.125,3892,3,-1,-1,500,600.0
27,2.74,0.125,3730,1,-1,-1,500,1147.0
28,5.29,0.125,2735,1,-1,-1,500,2447.0
29,0.42,0.0,245,-1,-1,-1,500,1992.0
30,0.75,0.0,1987,-1,-1,-1,500,1009.0
