episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,81.81,0.3,15690,41,-1,-1,700,15198.63
2,84.78,0.2,18104,56,-1,-1,700,13530.1
3,85.27,0.1,18030,448,-1,-1,700,14211.2
4,89.76,0.2,18430,3,-1,-1,700,12007.59
5,91.86,0.1,16635,5,509,-1,700,14889.82
6,93.13,0.9,21246,1,243,-1,700,12846.73
7,92.42,0.2,14388,5,150,-1,700,15404.48
8,91.21,0.2,21364,27,480,-1,700,14946.53
9,90.36,0.4,17979,16,584,-1,700,12813.06
10,84.96,0.2,18990,50,-1,-1,700,13556.37
11,72.32,0.2,17215,7,-1,-1,700,13280.93
12,85.3,0.1,17196,26,-1,-1,700,14121.42
13,88.24,0.2,17806,6,-1,-1,700,12265.35
14,87.55,0.2,14593,40,-1,-1,700,16202.8
15,85.36,0.6,16552,4,-1,-1,700,15147.03
16,87.26,0.0,18024,-1,-1,-1,700,14863.3
17,89.0,0.3,18773,22,-1,-1,700,15850.98
18,87.82,0.1,18963,1,-1,-1,700,13072.01
19,92.91,0.2,17218,1,254,-1,700,13913.18
20,86.06,0.1,18456,73,-1,-1,700,14656.98
21,89.39,0.2,15980,13,-1,-1,700,14643.51
22,85.07,0.4,21423,63,-1,-1,700,13480.48
23,86.32,0.6,16917,22,-1,-1,700,14085.65
24,84.32,0.2,19290,34,-1,-1,700,11144.41
25,92.92,0.5,17947,5,407,-1,700,14806.43
26,91.73,0.2,17911,51,459,-1,700,11739.92
27,82.29,0.2,20349,28,-1,-1,700,10136.13
28,88.69,0.2,18424,49,-1,-1,700,13611.13
29,89.87,0.3,19530,5,-1,-1,700,12996.04
30,82.52,0.3,21346,110,-1,-1,700,11968.33
