episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,90.68,0.375,1053,22,402,-1,600,15942.72
2,93.83,0.25,1258,87,254,-1,600,16325.36
3,96.57,0.625,335,15,404,-1,600,17512.86
4,88.98,0.5,1871,17,-1,-1,600,15296.65
5,97.56,0.625,1688,21,238,-1,600,16177.72
6,96.97,0.5,1680,41,297,-1,600,15907.71
7,94.83,0.5,725,30,380,-1,600,16465.53
8,90.15,0.5,1363,55,524,-1,600,15735.9
9,84.26,0.5,1680,44,-1,-1,600,15791.28
10,92.6,0.375,439,38,399,-1,600,17622.33
11,92.56,0.25,1952,24,428,-1,600,15270.33
12,89.36,0.125,2582,420,-1,-1,600,13948.95
13,95.07,0.5,1837,21,289,-1,600,15232.52
14,94.24,0.375,2527,93,258,-1,600,15415.98
15,79.58,0.375,3186,36,-1,-1,600,13737.24
16,96.05,0.375,1321,5,281,-1,600,16698.15
17,94.35,0.25,1140,106,365,-1,600,16412.8
18,88.15,0.375,1661,18,-1,-1,600,15242.61
19,90.33,0.375,2264,29,498,-1,600,15699.45
20,91.43,0.375,2222,8,394,-1,600,15119.35
21,97.26,0.5,2734,7,270,-1,600,14842.01
22,91.87,0.375,1005,1,511,-1,600,16971.64
23,92.88,0.375,1438,177,509,-1,600,16629.56
24,94.73,0.125,573,61,304,-1,600,17613.52
25,93.56,0.75,1749,15,455,-1,600,15618.96
26,90.28,0.125,2060,360,576,-1,600,15127.21
27,92.3,0.625,490,1,532,-1,600,16698.75
28,91.59,0.375,2292,46,375,-1,600,15138.74
29,96.39,0.75,1291,12,328,-1,600,16824.38
30,92.67,0.5,1585,1,393,-1,600,15739.09
