episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,32.9,0.533,6462,2,-1,-1,1000,72142.94
2,32.27,0.733,6669,168,-1,-1,1000,73524.4
3,34.04,0.667,4760,14,-1,-1,1000,73317.57
4,33.47,0.6,3386,1,-1,-1,1000,74433.71
5,32.37,0.6,6872,72,-1,-1,1000,71903.05
6,32.58,0.8,3947,37,-1,-1,1000,74094.58
7,33.01,0.6,3486,1,-1,-1,1000,74253.68
8,32.82,0.667,5200,1,-1,-1,1000,72879.48
9,32.58,0.333,4777,1,-1,-1,1000,73411.89
10,32.51,0.333,3113,3,-1,-1,1000,74921.94
11,34.23,0.4,1384,21,-1,-1,1000,76080.99
12,33.05,0.667,4550,1,-1,-1,1000,73523.23
13,33.6,0.533,4934,59,-1,-1,1000,73508.1
14,33.11,0.4,2724,103,-1,-1,1000,75124.16
15,33.14,0.6,2277,27,-1,-1,1000,75122.02
16,33.36,0.6,3828,16,-1,-1,1000,74105.68
17,32.37,0.333,1907,313,-1,-1,1000,75888.64
18,33.05,0.533,3294,1,-1,-1,1000,74266.34
19,31.36,0.533,5704,37,-1,-1,1000,72962.05
20,33.98,0.6,2864,1,-1,-1,1000,74974.32
21,32.76,0.467,4688,9,-1,-1,1000,73562.59
22,33.62,0.6,5459,40,-1,-1,1000,72675.57
23,32.51,0.467,5153,1,-1,-1,1000,73243.53
24,32.33,0.467,5084,2,-1,-1,1000,73417.52
25,33.2,0.667,2657,9,-1,-1,1000,75020.52
26,33.96,0.533,1653,155,-1,-1,1000,75888.49
27,31.24,0.4,5797,2,-1,-1,1000,72659.09
28,32.1,0.667,5009,27,-1,-1,1000,73424.7
29,33.85,0.6,3378,1,-1,-1,1000,74345.02
30,33.57,0.6,6099,1,-1,-1,1000,72580.37
