episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,48.65,0.0,5375,-1,-1,-1,500,2106.16
2,60.79,0.4,3892,4,-1,-1,500,3289.91
3,60.17,0.2,3969,5,-1,-1,500,2886.99
4,74.49,0.4,3334,150,-1,-1,500,3734.07
5,74.4,0.4,4431,1,-1,-1,500,3264.42
6,65.46,0.4,6671,1,-1,-1,500,3734.87
7,73.21,0.4,3121,86,-1,-1,500,3447.93
8,66.06,0.2,4878,22,-1,-1,500,3157.05
9,75.98,0.6,4718,1,-1,-1,500,3942.3
10,87.71,0.2,3220,167,-1,-1,500,3455.22
11,61.62,0.4,5088,1,-1,-1,500,3318.29
12,55.72,0.2,5431,24,-1,-1,500,3327.12
13,56.59,1.0,396,1,-1,109,109,677.72
14,64.13,0.0,4509,-1,-1,-1,500,2371.92
15,44.66,0.2,8383,57,-1,-1,500,3647.81
16,57.83,0.2,5088,10,-1,-1,500,3446.25
17,65.12,0.2,5657,93,-1,-1,500,2852.62
18,65.2,0.6,6541,18,-1,-1,500,3262.48
19,62.36,0.6,6348,35,-1,-1,500,3722.78
20,71.47,0.0,3500,-1,-1,-1,500,3530.8
21,75.55,0.6,2997,1,-1,-1,500,3556.61
22,46.23,0.8,4996,23,-1,-1,500,3280.05
23,68.93,0.4,5702,1,-1,-1,500,3692.15
24,67.96,0.8,6103,1,-1,-1,500,3362.44
25,59.6,0.2,4457,1,-1,-1,500,3389.35
26,82.84,0.8,4536,1,-1,-1,500,3802.18
27,60.53,0.4,4753,9,-1,-1,500,2863.64
28,66.61,0.4,5549,1,-1,-1,500,3799.86
29,71.31,0.4,3074,1,-1,-1,500,2770.29
30,63.56,0.0,5895,-1,-1,-1,500,3560.02
