episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,4.3,0.0,3235,-1,-1,-1,500,1255.64
2,0.68,0.0,986,-1,-1,-1,500,511.0
3,1.03,0.0,2185,-1,-1,-1,500,2042.0
4,3.32,0.4,3246,10,-1,-1,500,1250.0
5,0.6,0.0,1376,-1,-1,-1,500,2007.0
6,2.52,0.0,2917,-1,-1,-1,500,1246.0
7,0.56,0.2,0,10,-1,-1,500,1936.84
8,25.48,0.6,646,4,-1,-1,500,3548.98
9,0.65,0.0,2707,-1,-1,-1,500,1021.0
10,0.99,0.0,2714,-1,-1,-1,500,1515.74
11,2.53,0.0,3009,-1,-1,-1,500,1648.0
12,11.41,0.4,2025,112,-1,-1,500,2039.45
13,6.6,0.0,2947,-1,-1,-1,500,1055.0
14,12.33,0.6,1998,7,-1,-1,500,2059.56
15,2.36,0.2,3520,27,-1,-1,500,3100.17
16,0.98,0.2,2925,45,-1,-1,500,2031.0
17,10.96,0.6,2752,39,-1,-1,500,2457.67
18,1.08,0.0,1226,-1,-1,-1,500,2986.0
19,13.59,0.4,1402,97,-1,-1,500,2391.54
20,2.05,0.0,3048,-1,-1,-1,500,1184.98
21,1.89,0.2,2121,48,-1,-1,500,1607.0
22,2.12,0.0,3105,-1,-1,-1,500,1640.0
23,1.3,0.0,2605,-1,-1,-1,500,1104.0
24,0.57,0.0,1042,-1,-1,-1,500,2994.0
25,3.08,0.0,1771,-1,-1,-1,500,678.0
26,3.78,0.0,2426,-1,-1,-1,500,871.28
27,0.51,0.2,3476,7,-1,-1,500,518.0
28,0.92,0.0,2857,-1,-1,-1,500,86.0
29,0.78,0.0,1722,-1,-1,-1,500,3485.0
30,1.74,0.0,3267,-1,-1,-1,500,191.0
