episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,79.8,0.6,250,251,-1,-1,500,4133.49
2,85.51,0.8,2175,1,-1,-1,500,2422.18
3,68.67,0.0,1118,-1,-1,-1,500,2971.04
4,83.92,0.0,545,-1,-1,-1,500,3341.7
5,56.47,0.0,369,-1,-1,-1,500,4378.37
6,81.91,0.0,695,-1,-1,-1,500,2975.7
7,85.03,0.4,581,10,-1,-1,500,2280.51
8,72.55,0.0,1261,-1,-1,-1,500,2482.8
9,70.41,0.2,420,52,-1,-1,500,2677.55
10,83.34,0.2,569,53,-1,-1,500,3477.71
11,84.65,0.6,575,19,-1,-1,500,3231.21
12,84.95,0.2,785,93,-1,-1,500,2745.54
13,76.81,0.0,606,-1,-1,-1,500,4298.89
14,91.12,0.4,510,283,303,-1,500,3714.17
15,80.57,0.2,420,47,-1,-1,500,3403.57
16,79.49,0.4,816,30,-1,-1,500,3078.29
17,67.34,0.0,1365,-1,-1,-1,500,2107.11
18,71.91,0.2,1216,135,-1,-1,500,2459.79
19,61.08,0.2,892,31,-1,-1,500,3184.83
20,74.97,0.2,6,1,-1,-1,500,4047.81
21,65.93,0.0,929,-1,-1,-1,500,2951.45
22,62.79,0.4,798,81,-1,-1,500,3348.28
23,81.91,0.2,1469,135,-1,-1,500,1482.81
24,85.18,0.4,513,31,-1,-1,500,3366.87
25,85.08,0.4,2009,54,-1,-1,500,1741.0
26,86.36,0.4,115,12,-1,-1,500,3526.6
27,77.8,0.4,1108,170,-1,-1,500,2925.13
28,77.11,0.2,583,9,-1,-1,500,3534.2
29,84.15,0.0,476,-1,-1,-1,500,4040.63
30,69.78,0.0,140,-1,-1,-1,500,2840.83
