episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,81.76,0.0,300,-1,-1,-1,300,653.19
2,88.16,0.667,6,4,-1,-1,300,1079.97 
3,80.28,0.0,3,-1,-1,-1,300,641.48
4,96.56,0.333,4,1,34,-1,300,1299.79
5,80.48,0.0,1,-1,-1,-1,300,1000.6
6,98.36,0.333,0,42,61,-1,300,1323.62
7,92.0,0.333,0,7,226,-1,300,948.58
8,77.64,0.0,269,-1,-1,-1,300,745.56
9,85.16,0.0,3,-1,-1,-1,300,971.52
10,89.76,0.667,334,1,-1,-1,300,1023.94
11,98.48,0.333,0,90,100,-1,300,1115.54
12,87.88,0.0,226,-1,-1,-1,300,1126.89
13,64.56,0.0,300,-1,-1,-1,300,780.39
14,72.72,0.667,300,1,-1,-1,300,510.49
15,85.68,1.0,2,37,-1,289,289,919.71
16,72.24,0.333,74,5,-1,-1,300,1196.64
17,81.6,0.0,0,-1,-1,-1,300,877.21
18,73.56,0.667,68,6,-1,-1,300,1235.14
19,88.44,0.333,1,2,-1,-1,300,846.55
20,50.72,0.333,600,11,-1,-1,300,461.44
21,70.8,0.0,47,-1,-1,-1,300,628.41
22,97.4,0.333,70,244,96,-1,300,1308.53
23,96.64,0.667,1,8,66,-1,300,952.68
24,85.12,0.0,2,-1,-1,-1,300,1192.52
25,92.32,0.667,300,26,95,-1,300,480.59
26,95.04,1.0,3,2,70,132,132,577.4
27,73.8,0.0,8,-1,-1,-1,300,865.13
28,83.4,0.0,310,-1,-1,-1,300,1020.61
29,90.96,0.0,1,-1,117,-1,300,994.0
30,73.84,0.0,491,-1,-1,-1,300,748.44
