episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,77.08,0.125,6490,123,-1,-1,600,6196.05
2,86.14,0.0,4050,-1,-1,-1,600,7005.6
3,90.03,0.125,4846,114,231,-1,600,7819.27
4,86.89,0.5,7426,1,-1,-1,600,6060.85
5,83.22,0.375,3353,19,-1,-1,600,8182.21
6,90.88,0.375,4513,1,394,-1,600,8374.86
7,91.99,0.375,3485,27,324,-1,600,7805.97
8,97.18,0.25,5559,103,131,-1,600,7360.72
9,87.39,0.625,6549,1,-1,-1,600,6300.76
10,88.45,0.5,4263,5,-1,-1,600,7531.84
11,92.68,0.375,4598,15,147,-1,600,7964.99
12,93.52,0.625,4109,1,150,-1,600,8311.91
13,95.47,0.125,7043,386,399,-1,600,5399.02
14,93.16,0.125,3881,72,327,-1,600,7697.03
15,92.73,0.375,5586,29,147,-1,600,7196.09
16,89.97,0.25,5175,10,-1,-1,600,6351.08
17,89.82,0.125,7052,2,-1,-1,600,6022.07
18,98.21,0.375,5890,13,103,-1,600,6791.83
19,89.76,0.125,4869,21,-1,-1,600,6943.63
20,90.65,0.5,5671,24,407,-1,600,6681.43
21,94.2,0.25,4491,26,113,-1,600,7464.97
22,90.49,0.375,3850,33,294,-1,600,7596.96
23,91.53,0.5,4148,1,169,-1,600,8240.06
24,90.19,0.375,6978,18,571,-1,600,6285.21
25,80.57,0.375,4536,1,-1,-1,600,7375.16
26,89.07,0.5,4121,30,-1,-1,600,7569.66
27,93.45,0.375,4293,115,202,-1,600,7643.84
28,85.67,0.125,7081,3,-1,-1,600,5592.12
29,93.57,0.375,3783,47,188,-1,600,7412.54
30,91.94,0.25,6635,62,183,-1,600,7304.93
