episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,74.45,0.125,1035,9,-1,-1,500,3890.1
2,79.49,0.375,1004,12,-1,-1,500,3362.08
3,77.62,0.0,668,-1,-1,-1,500,4398.79
4,55.66,0.125,1917,198,-1,-1,500,2907.41
5,67.67,0.25,136,280,-1,-1,500,4567.39
6,69.73,0.25,739,2,-1,-1,500,3264.59
7,66.67,0.0,1123,-1,-1,-1,500,2361.6
8,66.07,0.125,988,471,-1,-1,500,3862.97
9,82.39,0.25,1045,1,-1,-1,500,3881.16
10,68.54,0.125,622,216,-1,-1,500,4172.24
11,66.14,0.375,1167,60,-1,-1,500,3432.62
12,77.79,0.125,848,6,-1,-1,500,3854.09
13,43.01,0.0,1720,-1,-1,-1,500,2958.93
14,79.33,0.375,823,12,-1,-1,500,3883.48
15,68.88,0.5,484,265,-1,-1,500,3758.76
16,77.94,0.25,710,3,-1,-1,500,3566.82
17,71.75,0.25,1128,1,-1,-1,500,3390.98
18,77.0,0.125,1292,230,-1,-1,500,3463.85
19,60.18,0.0,1003,-1,-1,-1,500,3211.57
20,64.65,0.25,2339,3,-1,-1,500,2287.77
21,67.8,0.375,1776,17,-1,-1,500,3163.24
22,90.23,0.375,1055,26,414,-1,500,3617.45
23,65.23,0.125,28,57,-1,-1,500,4346.83
24,83.73,0.5,603,1,-1,-1,500,4034.97
25,71.56,0.25,663,1,-1,-1,500,3815.82
26,73.74,0.25,700,208,-1,-1,500,3127.94
27,61.34,0.25,2420,31,-1,-1,500,2161.46
28,83.83,0.5,77,1,-1,-1,500,4135.37
29,76.21,0.375,1155,9,-1,-1,500,2733.07
30,90.99,0.375,561,9,458,-1,500,3380.17
