episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,64.0,0.333,300,9,-1,-1,300,792.18
2,65.64,0.667,117,1,-1,-1,300,1292.68
3,33.6,0.0,1500,-1,-1,-1,300,0.0
4,66.92,0.0,585,-1,-1,-1,300,751.49
5,73.36,0.333,300,11,-1,-1,300,1059.13
6,56.12,0.333,891,174,-1,-1,300,391.76
7,52.32,0.0,976,-1,-1,-1,300,598.34
8,55.76,0.333,1200,4,-1,-1,300,249.43
9,49.88,0.0,1194,-1,-1,-1,300,32.36
10,53.12,0.333,844,1,-1,-1,300,707.84
11,49.64,0.333,285,1,-1,-1,300,1251.42
12,72.6,0.333,578,16,-1,-1,300,688.99
13,79.76,0.333,374,1,-1,-1,300,923.84
14,61.84,0.0,679,-1,-1,-1,300,846.39
15,80.0,0.0,301,-1,-1,-1,300,944.64
16,45.8,0.0,331,-1,-1,-1,300,1243.7
17,69.84,0.333,232,10,-1,-1,300,1015.8
18,72.52,0.0,301,-1,-1,-1,300,1019.4
19,67.12,0.0,600,-1,-1,-1,300,476.9
20,47.28,0.0,1200,-1,-1,-1,300,340.01
21,59.4,0.333,891,7,-1,-1,300,377.19
22,45.68,0.667,901,1,-1,-1,300,404.92
23,64.08,0.667,652,1,-1,-1,300,567.57
24,75.76,0.0,918,-1,-1,-1,300,736.17
25,49.24,0.0,900,-1,-1,-1,300,708.18
26,51.28,0.0,604,-1,-1,-1,300,666.48
27,69.24,0.0,640,-1,-1,-1,300,764.0
28,68.84,0.333,300,31,-1,-1,300,741.32
29,80.84,0.667,600,1,-1,-1,300,893.86
30,80.88,0.0,557,-1,-1,-1,300,756.7
