episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,83.88,0.533,1714183,1,-1,-1,1000,53658.42
2,92.3,0.667,2105141,1,193,-1,1000,59119.48
3,82.71,0.4,2064856,1,-1,-1,1000,56764.89
4,84.97,0.8,2122707,1,-1,-1,1000,58442.29
5,87.59,0.933,1839303,1,-1,-1,1000,54293.97
6,86.73,0.533,1980976,1,-1,-1,1000,56849.07
7,84.21,0.667,2271022,1,-1,-1,1000,58105.73
8,87.48,0.733,2145965,1,-1,-1,1000,58475.16
9,89.64,0.8,2187478,5,-1,-1,1000,59549.83
10,86.34,0.6,1714476,2,-1,-1,1000,56093.71
11,84.09,0.4,2335192,1,-1,-1,1000,58610.37
12,82.41,0.533,2084026,7,-1,-1,1000,56245.9
13,87.24,0.6,1803013,1,-1,-1,1000,53829.27
14,84.7,0.8,2164769,1,-1,-1,1000,58043.83
15,91.77,0.733,2184331,1,165,-1,1000,59406.42
16,87.19,0.867,2358424,1,-1,-1,1000,59465.64
17,87.11,0.6,1826839,1,-1,-1,1000,56608.56
18,81.06,0.533,2390975,1,-1,-1,1000,57636.03
19,88.91,0.667,2474227,1,-1,-1,1000,61094.2
20,84.16,0.667,2163207,1,-1,-1,1000,57694.31
21,80.17,0.6,2359165,1,-1,-1,1000,57516.27
22,83.83,0.933,2023339,3,-1,-1,1000,54726.38
23,86.35,0.667,2101097,2,-1,-1,1000,57539.26
24,85.64,0.733,2342449,1,-1,-1,1000,58717.78
25,88.67,0.733,2227466,1,-1,-1,1000,61845.08
26,87.61,0.733,2144100,1,-1,-1,1000,57985.61
27,86.77,0.6,2287998,9,-1,-1,1000,59038.32
28,80.43,0.667,2381021,1,-1,-1,1000,59642.11
29,88.91,0.8,2058459,1,-1,-1,1000,58541.96
30,86.41,0.6,1986083,1,-1,-1,1000,56129.48
