episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,80.44,0.25,8388,1,-1,-1,600,5200.37
2,82.68,0.125,8140,8,-1,-1,600,4890.1
3,76.24,0.0,7614,-1,-1,-1,600,6067.85
4,67.28,0.0,9629,-1,-1,-1,600,3733.71
5,80.82,0.25,7864,10,-1,-1,600,5195.41
6,74.77,0.375,8961,88,-1,-1,600,4899.35
7,86.12,0.25,8382,10,-1,-1,600,4754.52
8,80.75,0.375,6657,11,-1,-1,600,5079.28
9,71.1,0.375,7163,23,-1,-1,600,3532.27
10,73.08,0.125,9135,18,-1,-1,600,5002.74
11,82.18,0.0,8696,-1,-1,-1,600,4744.88
12,74.63,0.625,6900,54,-1,-1,600,5766.05
13,75.99,0.0,7755,-1,-1,-1,600,5563.15
14,79.23,0.0,7130,-1,-1,-1,600,5552.59
15,79.44,0.375,8679,16,-1,-1,600,4031.28
16,79.92,0.375,8347,1,-1,-1,600,4017.77
17,74.07,0.375,9265,15,-1,-1,600,3472.71
18,76.81,0.125,6634,9,-1,-1,600,5645.45
19,69.45,0.125,8901,183,-1,-1,600,3293.7
20,81.34,0.125,7847,57,-1,-1,600,5850.97
21,72.13,0.25,7709,5,-1,-1,600,4819.64
22,60.1,0.125,8833,55,-1,-1,600,3799.93
23,68.57,0.0,8605,-1,-1,-1,600,4501.32
24,76.78,0.375,8665,4,-1,-1,600,5239.0
25,81.55,0.25,6876,421,-1,-1,600,5427.14
26,73.89,0.375,6260,2,-1,-1,600,6509.24
27,80.77,0.25,8925,94,-1,-1,600,4248.67
28,75.12,0.125,9568,379,-1,-1,600,4025.14
29,84.96,0.25,9902,58,-1,-1,600,4769.14
30,70.32,0.25,10416,42,-1,-1,600,4533.96
