episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,8.03,0.4,47869,1,-1,-1,1000,52045.0
2,8.43,0.267,49262,12,-1,-1,1000,50648.0
3,8.14,0.4,55983,1,-1,-1,1000,43926.0
4,8.26,0.0,54000,-1,-1,-1,1000,45921.0
5,8.41,0.267,48604,10,-1,-1,1000,51303.0
6,7.79,0.267,52094,5,-1,-1,1000,47814.0
7,8.18,0.267,54673,6,-1,-1,1000,45239.0
8,7.49,0.267,47205,1,-1,-1,1000,52704.0
9,7.91,0.2,53491,16,-1,-1,1000,46424.0
10,7.89,0.067,45187,17,-1,-1,1000,54723.0
11,8.32,0.2,54132,13,-1,-1,1000,45777.0
12,8.33,0.333,46489,24,-1,-1,1000,53420.0
13,8.1,0.333,52600,1,-1,-1,1000,49312.0
14,7.65,0.267,54915,3,-1,-1,1000,44989.0
15,7.97,0.333,70699,2,-1,-1,1000,29211.0
16,8.38,0.267,50206,1,-1,-1,1000,49708.0
17,8.08,0.2,49865,7,-1,-1,1000,50044.0
18,8.71,0.2,46701,6,-1,-1,1000,53206.0
19,8.38,0.2,48823,16,-1,-1,1000,51089.0
20,8.63,0.333,48527,26,-1,-1,1000,51383.0
21,7.95,0.133,47926,22,-1,-1,1000,51984.0
22,8.05,0.133,47043,20,-1,-1,1000,52867.0
23,7.68,0.333,55067,10,-1,-1,1000,46844.0
24,8.46,0.467,47005,6,-1,-1,1000,52903.0
25,9.02,0.067,41564,14,-1,-1,1000,58554.0
26,8.57,0.333,65627,3,-1,-1,1000,36282.0
27,8.16,0.133,43575,7,-1,-1,1000,56333.0
28,8.39,0.333,43297,1,-1,-1,1000,56610.0
29,8.95,0.267,48480,5,-1,-1,1000,51426.0
30,8.82,0.133,40093,4,-1,-1,1000,59823.0
