episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,65.43,0.375,96483,1,-1,-1,600,8874.41
2,68.34,0.875,84017,1,-1,-1,600,9011.19
3,76.13,0.5,73873,1,-1,-1,600,8689.47
4,71.85,0.5,83871,2,-1,-1,600,8661.37
5,73.16,0.375,73377,13,-1,-1,600,8065.18
6,74.19,0.75,73120,1,-1,-1,600,8778.46
7,69.84,0.25,99479,55,-1,-1,600,9313.5
8,70.52,0.75,54605,1,-1,-1,600,8279.6
9,68.61,0.625,50742,1,-1,-1,600,7142.66
10,69.12,0.5,66358,7,-1,-1,600,8315.45
11,69.96,0.625,87801,1,-1,-1,600,8944.28
12,78.41,0.375,79612,1,-1,-1,600,8552.07
13,73.69,0.375,74613,1,-1,-1,600,8652.92
14,71.49,0.5,85419,1,-1,-1,600,8930.41
15,69.08,0.5,87669,19,-1,-1,600,9265.34
16,72.46,0.125,81617,26,-1,-1,600,8719.27
17,67.68,0.375,74757,37,-1,-1,600,8297.36
18,68.1,0.625,85858,3,-1,-1,600,9059.3
19,64.98,0.25,94547,4,-1,-1,600,9265.65
20,65.6,0.25,83970,16,-1,-1,600,8552.35
21,74.28,0.625,69295,26,-1,-1,600,8144.86
22,65.05,0.5,77002,1,-1,-1,600,8677.0
23,73.99,0.5,65022,30,-1,-1,600,7870.67
24,75.64,0.625,88292,4,-1,-1,600,9082.32
25,74.28,0.5,77135,1,-1,-1,600,8160.33
26,55.0,0.5,77102,1,-1,-1,600,8303.18
27,66.85,0.5,73313,8,-1,-1,600,8427.08
28,73.27,0.75,98283,1,-1,-1,600,9410.47
29,78.1,0.875,55851,1,-1,-1,600,8665.47
30,66.32,0.375,71259,1,-1,-1,600,7683.21
