episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,11.72,0.2,633,229,-1,-1,500,3347.05
2,12.47,0.2,118,262,-1,-1,500,3778.49
3,12.96,0.6,102,63,-1,-1,500,3704.4
4,12.41,0.4,605,181,-1,-1,500,3378.52
5,14.85,0.4,29,125,-1,-1,500,3774.14
6,12.49,0.6,75,44,-1,-1,500,3749.0
7,11.1,0.0,579,-1,-1,-1,500,3358.21
8,11.43,0.6,49,1,-1,-1,500,3742.13
9,13.63,0.2,44,153,-1,-1,500,3801.64
10,14.18,0.0,46,-1,-1,-1,500,3757.76
11,13.43,0.4,47,14,-1,-1,500,3772.26
12,13.51,0.0,70,-1,-1,-1,500,3775.9
13,14.22,0.6,75,27,-1,-1,500,3742.43
14,12.91,0.4,87,231,-1,-1,500,3738.19
15,13.84,0.4,53,8,-1,-1,500,3773.42
16,14.26,0.2,22,221,-1,-1,500,3801.19
17,13.5,0.0,65,-1,-1,-1,500,3715.98
18,13.25,0.4,114,62,-1,-1,500,3703.09
19,12.87,0.4,54,290,-1,-1,500,3787.84
20,13.46,0.2,58,253,-1,-1,500,3774.09
21,12.49,0.4,584,1,-1,-1,500,3367.46
22,12.77,0.0,23,-1,-1,-1,500,3798.68
23,11.49,0.2,1042,1,-1,-1,500,3026.89
24,14.92,0.8,40,1,-1,-1,500,3803.76
25,13.51,0.0,102,-1,-1,-1,500,3761.9
26,11.05,0.0,567,-1,-1,-1,500,3363.95
27,13.28,0.2,89,221,-1,-1,500,3761.74
28,11.15,0.0,659,-1,-1,-1,500,3405.23
29,13.68,0.4,58,216,-1,-1,500,3790.22
30,11.1,0.6,555,359,-1,-1,500,3370.04
