episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,10.6,0.267,33404,1,-1,-1,1000,66502.0
2,10.49,0.067,24922,48,-1,-1,1000,74986.0
3,10.13,0.4,33573,1,-1,-1,1000,66337.0
4,9.99,0.267,31316,19,-1,-1,1000,68595.0
5,10.28,0.333,28965,2,-1,-1,1000,70939.0
6,11.2,0.4,18935,1,-1,-1,1000,80969.0
7,10.88,0.333,26792,19,-1,-1,1000,73112.0
8,9.86,0.267,22828,9,-1,-1,1000,77079.0
9,9.83,0.267,30330,1,-1,-1,1000,69576.0
10,10.16,0.533,29544,1,-1,-1,1000,70375.0
11,9.92,0.333,24643,1,-1,-1,1000,75261.0
12,10.14,0.333,35093,1,-1,-1,1000,64815.0
13,10.26,0.2,33105,9,-1,-1,1000,66806.0
14,9.15,0.2,31393,1,-1,-1,1000,68516.0
15,10.22,0.533,25303,8,-1,-1,1000,74603.0
16,10.12,0.133,26478,32,-1,-1,1000,73427.0
17,10.51,0.267,27196,2,-1,-1,1000,72712.0
18,10.4,0.2,28166,11,-1,-1,1000,71739.0
19,10.07,0.2,20026,10,-1,-1,1000,79879.0
20,10.15,0.467,36203,18,-1,-1,1000,63706.0
21,9.8,0.333,35805,33,-1,-1,1000,64100.0
22,10.19,0.4,18636,5,-1,-1,1000,81268.0
23,8.92,0.267,36367,1,-1,-1,1000,63539.0
24,9.11,0.467,35344,1,-1,-1,1000,64562.0
25,9.99,0.333,31897,24,-1,-1,1000,68005.0
26,10.22,0.467,30915,7,-1,-1,1000,68989.0
27,10.28,0.333,33798,1,-1,-1,1000,66124.0
28,10.31,0.4,25279,6,-1,-1,1000,74626.0
29,9.89,0.2,27022,1,-1,-1,1000,72885.0
30,9.95,0.2,28159,1,-1,-1,1000,71750.0
