episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,12.69,0.0,183,-1,-1,-1,500,3648.38
2,12.62,0.2,217,69,-1,-1,500,3711.2
3,13.12,0.2,116,486,-1,-1,500,3706.19
4,11.33,0.0,766,-1,-1,-1,500,3325.27
5,11.6,0.2,615,330,-1,-1,500,3343.27
6,9.95,0.2,598,72,-1,-1,500,3380.06
7,11.38,0.2,620,382,-1,-1,500,3376.4
8,9.54,0.2,1618,91,-1,-1,500,2555.48
9,12.58,0.0,203,-1,-1,-1,500,3727.84
10,13.8,0.0,119,-1,-1,-1,500,3697.55
11,11.87,0.0,616,-1,-1,-1,500,3311.23
12,11.36,0.2,656,409,-1,-1,500,3326.34
13,12.74,0.4,224,72,-1,-1,500,3691.33
14,11.81,0.2,629,161,-1,-1,500,3336.88
15,10.1,0.2,1100,498,-1,-1,500,2950.57
16,11.53,0.0,646,-1,-1,-1,500,3358.23
17,10.24,0.0,1098,-1,-1,-1,500,3001.08
18,10.6,0.2,698,451,-1,-1,500,3262.18
19,11.27,0.4,554,24,-1,-1,500,3410.97
20,12.46,0.2,212,401,-1,-1,500,3747.9
21,12.35,0.2,144,87,-1,-1,500,3683.07
22,11.1,0.2,173,137,-1,-1,500,3677.24
23,12.22,0.0,621,-1,-1,-1,500,3350.71
24,9.38,0.4,1566,63,-1,-1,500,2662.93
25,12.24,0.4,122,134,-1,-1,500,3700.37
26,10.2,0.4,199,8,-1,-1,500,3693.89
27,11.44,0.2,561,199,-1,-1,500,3376.33
28,10.17,0.2,587,248,-1,-1,500,3363.0
29,9.85,0.2,1102,272,-1,-1,500,2957.81
30,13.66,0.8,107,1,-1,-1,500,3726.56
