episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,17.09,0.25,177,5,-1,-1,600,11346.85
2,16.84,0.5,274,82,-1,-1,600,11305.51
3,14.97,0.375,1894,152,-1,-1,600,10011.41
4,13.92,0.0,1523,-1,-1,-1,600,10371.62
5,16.91,0.125,249,176,-1,-1,600,11358.08
6,15.48,0.25,349,25,-1,-1,600,11331.0
7,16.86,0.375,132,49,-1,-1,600,11425.89
8,16.92,0.25,314,69,-1,-1,600,11353.47
9,16.92,0.25,156,165,-1,-1,600,11361.54
10,17.16,0.375,132,19,-1,-1,600,11389.91
11,16.01,0.25,842,74,-1,-1,600,10856.97
12,15.91,0.375,878,36,-1,-1,600,10952.69
13,17.35,0.375,237,1,-1,-1,600,11377.08
14,17.34,0.125,190,536,-1,-1,600,11387.3
15,15.66,0.625,321,1,-1,-1,600,11296.02
16,17.12,0.25,188,73,-1,-1,600,11357.26
17,16.46,0.5,756,1,-1,-1,600,10913.65
18,15.22,0.125,901,318,-1,-1,600,10789.93
19,16.1,0.625,240,169,-1,-1,600,11397.73
20,15.25,0.0,724,-1,-1,-1,600,10945.12
21,14.73,0.0,1540,-1,-1,-1,600,10433.48
22,17.44,0.375,141,89,-1,-1,600,11329.65
23,15.4,0.25,418,14,-1,-1,600,11295.52
24,16.63,0.25,798,1,-1,-1,600,10813.53
25,15.4,0.25,256,198,-1,-1,600,11376.36
26,16.51,0.0,253,-1,-1,-1,600,11380.68
27,15.73,0.375,847,136,-1,-1,600,10871.22
28,16.18,0.375,293,89,-1,-1,600,11239.16
29,16.77,0.375,178,98,-1,-1,600,11483.18
30,16.51,0.0,1403,-1,-1,-1,600,10442.0
