episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,77.28,0.2,521,95,-1,-1,500,4452.8
2,81.46,0.4,586,43,-1,-1,500,4374.07
3,88.37,0.2,7,40,-1,-1,500,4694.92
4,87.55,0.0,5,-1,-1,-1,500,4207.46
5,84.82,0.4,119,145,-1,-1,500,4623.03
6,79.35,0.2,41,9,-1,-1,500,5190.16
7,79.13,0.0,1013,-1,-1,-1,500,4019.41
8,80.48,0.4,1023,1,-1,-1,500,3492.94
9,79.06,0.4,17,233,-1,-1,500,4640.63
10,60.53,0.0,512,-1,-1,-1,500,4482.38
11,74.56,0.0,524,-1,-1,-1,500,4394.4
12,92.86,0.4,160,7,433,-1,500,5166.65
13,84.04,0.2,687,137,-1,-1,500,4485.01
14,66.16,0.4,644,132,-1,-1,500,4006.34
15,76.87,0.2,554,34,-1,-1,500,4504.5
16,67.71,0.2,1540,227,-1,-1,500,3574.15
17,81.16,0.4,569,15,-1,-1,500,3880.65
18,87.22,0.2,616,248,-1,-1,500,4328.74
19,84.7,0.2,45,31,-1,-1,500,4846.22
20,81.19,0.2,560,1,-1,-1,500,3883.98
21,71.8,0.4,605,4,-1,-1,500,3915.86
22,71.58,0.4,563,51,-1,-1,500,4833.54
23,78.37,0.8,140,27,-1,-1,500,4612.22
24,68.89,0.2,518,17,-1,-1,500,4343.46
25,73.47,0.4,1088,101,-1,-1,500,4004.9
26,87.9,0.4,94,7,-1,-1,500,4641.52
27,85.75,0.4,73,3,-1,-1,500,5240.34
28,84.99,0.4,630,19,-1,-1,500,4432.53
29,80.53,0.4,1,11,-1,-1,500,4948.88
30,75.98,0.4,7,29,-1,-1,500,5228.49
