episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,2.4,0.0,889,-1,-1,-1,300,607.0
2,2.72,0.333,239,101,-1,-1,300,1191.0
3,1.08,0.0,121,-1,-1,-1,300,1194.0
4,6.2,0.0,1323,-1,-1,-1,300,176.0
5,9.92,0.333,1594,85,-1,-1,300,285.25
6,4.32,0.0,1126,-1,-1,-1,300,368.08
7,2.4,0.0,1439,-1,-1,-1,300,50.0
8,8.92,0.0,283,-1,-1,-1,300,682.06
9,4.52,0.333,1390,1,-1,-1,300,105.0
10,0.2,0.0,600,-1,-1,-1,300,0.0
11,3.72,0.0,1406,-1,-1,-1,300,92.0
12,15.8,0.333,288,95,-1,-1,300,869.19
13,5.88,0.0,845,-1,-1,-1,300,654.0
14,1.32,0.0,1477,-1,-1,-1,300,25.0
15,7.16,0.333,1092,14,-1,-1,300,416.0
16,1.36,0.0,1016,-1,-1,-1,300,599.0
17,1.52,0.0,981,-1,-1,-1,300,611.0
18,1.8,0.0,1464,-1,-1,-1,300,33.0
19,7.04,0.0,1784,-1,-1,-1,300,209.0
20,2.64,0.0,834,-1,-1,-1,300,61.02
21,1.28,0.0,1192,-1,-1,-1,300,305.0
22,3.68,0.0,1089,-1,-1,-1,300,112.0
23,2.12,0.0,1446,-1,-1,-1,300,51.0
24,15.12,0.667,552,114,-1,-1,300,697.67
25,5.28,0.0,1315,-1,-1,-1,300,153.0
26,2.52,0.0,585,-1,-1,-1,300,594.35
27,2.68,0.0,881,-1,-1,-1,300,317.0
28,2.96,0.0,864,-1,-1,-1,300,332.0
29,1.48,0.0,0,-1,-1,-1,300,562.81
30,7.76,0.0,727,-1,-1,-1,300,774.61
