episode,coverage_pct,detection_rate,total_collisions,steps_to_first_target,steps_to_90pct_coverage,time_to_detect_all,episode_length,total_path_length
1,31.26,0.467,7256,1,-1,-1,1000,71631.99
2,29.88,0.6,10837,42,-1,-1,1000,68708.77
3,32.22,0.467,9231,245,-1,-1,1000,70048.16
4,31.6,0.4,7201,139,-1,-1,1000,71587.57
5,29.96,0.467,6520,244,-1,-1,1000,72197.07
6,32.14,0.6,4413,26,-1,-1,1000,73805.89
7,30.08,0.267,10456,8,-1,-1,1000,69127.38
8,30.9,0.333,7010,110,-1,-1,1000,71685.17
9,31.51,0.733,7463,7,-1,-1,1000,71530.87
10,30.17,0.667,13582,149,-1,-1,1000,66298.53
11,30.44,0.333,8235,254,-1,-1,1000,70831.5
12,31.78,0.467,5870,101,-1,-1,1000,72664.8
13,33.82,0.467,3894,75,-1,-1,1000,73917.51
14,32.02,0.467,5056,55,-1,-1,1000,73295.34
15,33.68,0.467,4012,6,-1,-1,1000,73945.59
16,31.8,0.533,7500,22,-1,-1,1000,71098.34
17,33.0,0.2,5108,215,-1,-1,1000,73374.31
18,31.56,0.6,4036,2,-1,-1,1000,73918.14
19,31.7,0.533,6383,206,-1,-1,1000,72426.54
20,31.99,0.333,5187,114,-1,-1,1000,73056.69
21,33.04,0.8,4862,7,-1,-1,1000,73321.9
22,33.23,0.467,4276,22,-1,-1,1000,73669.51
23,30.75,0.333,5690,1,-1,-1,1000,73000.75
24,32.91,0.467,4876,27,-1,-1,1000,73266.61
25,31.37,0.867,6768,1,-1,-1,1000,72317.48
26,31.34,0.333,6165,19,-1,-1,1000,72223.14
27,29.41,0.467,11994,7,-1,-1,1000,67787.43
28,32.46,0.4,6573,9,-1,-1,1000,71734.8
29,30.99,0.4,9972,27,-1,-1,1000,69467.99
30,31.38,0.467,4206,1,-1,-1,1000,73900.36
